id,sp,updatedstudy,mod_name,n_fixes,duration (weeks),year,resampled.,minsampling (min),ess,speed_low (m/s),speed_est (m/s),speed_high (m/s),area_mod_low (m^2),area_mod_est (m^2),area_mod_high (m^2),area_ud_low (m^2),area_ud_est (m^2),area_ud_high (m^2),tau_p_low (s),tau_p_est (s),tau_p_high (s),tau_v_low (s),tau_v_est (s),tau_v_high (s),sigma_p,bls (m),ridge_length_low (m),ridge_length_est (m),ridge_length_high (m),ridge_dens_low (1/m),ridge_dens_est (1/m),ridge_dens_high (1/m),kept (y/n),kept (reason),mean_roughness,mean_treecover,mean_hfi,mean_road_cover,mean_dhi_ndvi,mean_dhi_gpp,seasonality_dhi_gpp,phylo,clade,mass (g),hunting_movement,hunting_cooperativity,hunting_carcass,pursuit,disruptfast,slowwalking
NAN00114,Lycaon pictus,Jackson,OU anisotropic,5573,33.7142857142857,2015-11-11,y,1,65.35369719835678,NA,NA,NA,453727434.459246,587458714.990567,738198910.697741,429099578.559097,555572063.487298,698130237.266129,222472.60774951105,288571.194007362,374308.25688254903,NA,NA,NA,NA,NA,166365.30618679096,207094.96399817,257947.98840621396,64.50114725249699,77.19668956029801,95.30766778326542,y,none,15.99358108108111,16.695270270270314,0.24240603341598693,0.07846515268367227,8.060065227045731,8730.78020833333,0.465120849158201,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00115,Lycaon pictus,Jackson,OUF anisotropic,4754,28.714285714285705,2015-10-19,y,5,20.3951243584192,0.46064598945611196,0.46973325707529895,0.47891051656943806,1648155266.7454102,2683738447.27177,3967693864.66,1643900055.07056,2676809564.17229,3957450062.03062,441196.42084164906,720731.8671448911,1177376.78679991,1333.67146174811,1426.1901629910199,1525.1270191732601,142579576.82658502,531.166304050931,284632.446436294,363243.35420796904,536674.4783618089,49.28257609969629,49.29216338072061,72.77906005392099,y,none,26.44402154558411,8.325142450142467,0.16749015520326793,0.11307406084698245,8.019319894806472,8613.71492165245,0.4000117053036339,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00116,Lycaon pictus,Jackson,OU anisotropic,2663,30,2016-02-11,n,58.01666666666669,22.3203446848146,NA,NA,NA,373263792.001721,593372111.0229689,863674505.3347949,450634191.49165493,716366728.3948579,1042697606.2593999,468949.23157614906,747270.7806754499,1190776.27608954,NA,NA,NA,NA,NA,141529.30746838,219473.016537512,327521.69174739695,44.4496783658949,67.239869020724,102.87782183551998,y,none,8.762499999999978,12.958333333333323,0.23130651361802015,0.0858599396580011,8.861788982884926,9478.49114583333,0.47573891980573535,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00117,Lycaon pictus,Jackson,OUF anisotropic,2270,29.857142857142897,2016-01-27,n,58.06666666666669,2.9925964235757494,1.2028812562870795e-6,1.69007465357527,19.247663474138196,1525562094.48654,7417576433.01764,17878274202.329597,2312294698.4340506,11242821726.682201,27098102925.211197,1146064.1220671202,5599628.71041135,27359587.5577255,4.90059854948455e-16,38.77624993853511,3068191658861529e3,394075253.4859089,52.238761148632804,223402.99719709498,611118.2723772848,1502116.89765597,21.584142882152992,33.21813259273381,83.2661673937462,n,dropped,16.52418303929435,27.262630312750712,0.23077131893899663,0.06493820041715571,9.967164135513176,11228.082397754608,0.4675345624578218,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00118,Lycaon pictus,Jackson,OUF anisotropic,1895,29.714285714285705,2016-01-27,n,48.449999999999996,2.386749949423279,0.34895039174372,0.42472749068492405,0.508047404752134,1255787746.0111198,8025847445.30546,20944568714.132797,2144018561.109,13702606946.1358,35758864680.883804,1258792.57833375,8074513.83007626,51793897.353918396,286.033683151938,460.90201395572296,742.6771005693081,426391004.52939796,156.00917078012398,231600.63388371302,765241.371363337,2128159.9563079295,25.017905436225803,42.735981463088095,126.65572131695096,n,dropped,16.58401416121999,27.44662309368196,0.2292964256208656,0.06764806570315304,10.001635517793542,11269.238148479424,0.46797504041457216,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00119,Lycaon pictus,Jackson,OU anisotropic,1411,17.714285714285705,2016-02-11,n,58.25,7.835980919336499,NA,NA,NA,164196170.43483803,384378326.45885503,696589701.2319221,172719678.726983,404331604.566475,732750033.5889361,371380.2478946159,874407.5883744989,2058775.7021043,NA,NA,NA,NA,NA,78435.80242952,151219.832476625,287660.081656161,35.61942187541599,56.556147172262584,112.928445971044,n,dropped,7.063657407407408,11.788888888888888,0.20024681282553447,0.09447973199253484,8.671262826522192,9211.774074074074,0.47387483887098447,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00175,Lycaon pictus,Jackson,OUF anisotropic,2966,57.7142857142857,2016-07-04,n,58.133333333333304,2.1475541262523508,0.48369388167740507,0.496724274938932,0.509930268488443,15334525598.861498,113633979741.90799,308242606034.15094,27737642749.8486,205545239336.167,557560338683.8632,2718977.49383348,20176189.354525805,149717538.22638,1771.4729481349998,1921.5511668755998,2084.3439301787103,6037058030.4472,758.261628619777,592637.193877666,3082193.01023902,7911457.57784269,12.662173449079798,46.2181161823422,112.25899093495899,n,dropped,34.95226454943725,28.388024092613133,0.2141261250598583,0.3029925501199206,10.426723044032924,12351.737704594105,0.3298167743025086,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00176,Lycaon pictus,Jackson,OUF anisotropic,3522,65,2016-06-17,n,43.5333333333333,10.396136190419202,0.5557270210450771,0.5676456698983601,0.579692531939926,12399013856.1123,25428169655.543,43057494582.7471,16771188335.147501,34394721004.4422,58240547132.7756,1725396.2582842698,3547257.876119669,7292839.763200579,1739.77439006063,1858.6341187520798,1985.6142308595095,1350928095.33938,841.3306072957298,704782.3582506671,1427206.8509127602,2275486.7879124805,29.617351053198508,59.221861256826394,88.90438666655949,n,dropped,31.7635102018588,28.021874092358654,0.2274202582201661,0.32063205697556063,10.60939917446194,12623.050769882972,0.32586760930245323,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00177,Lycaon pictus,Jackson,OUF anisotropic,2658,38.42857142857141,2016-06-09,n,58.5,17.911242152623295,0.496036277067022,0.559359970066313,0.6265400848513618,898568837.433355,1518378030.66478,2298114375.02699,806535514.573051,1362862537.91821,2062736634.9632502,461414.6295848231,785609.6108761231,1337587.54302235,385.91959534652597,518.862777777863,697.6027789457621,80667211.5515007,230.81891045445502,183523.355637307,237672.54777245704,366665.556973101,41.75987474303199,41.448230025412094,65.17731269789029,y,2,31.837482406755687,10.603096410978177,0.1666055648501327,0.11915421076209835,8.824448209886805,9626.538001407458,0.4065553853412821,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
NAN00178,Lycaon pictus,Jackson,OUF anisotropic,4547,60.42857142857141,2016-06-15,y,15,54.88646620625119,0.4229164956239341,0.4348328050025691,0.4469169750897301,1236170416.7883399,1641441529.66307,2103289294.6789298,1726424349.747,2292422296.3196,2937434680.18749,475113.01146851503,632973.8686983201,843285.510570506,1120.55080563462,1212.4388488970098,1311.86194764473,87205233.7748705,408.703452576303,312678.943636742,447328.16984473297,578457.713599723,56.6304117571771,87.28866922028101,113.91345267349399,y,1,16.204071969697083,26.75568181818166,0.1749751227195108,0.28959734118284924,10.534823056664145,12530.290325126178,0.3621351781320027,Lycaon_pictus,canidae,22050.07,Pursuit,Evidence for Cooperativity,Limited Cacheing,1,0,0
WK1,Felis silvestris,Janssen-Dekker,OUF anisotropic,2006,15.142857142857098,2014-06-01,n,12.916633331775701,12.119991083158498,0.15427973835838302,0.15772635478856803,0.16121157487121202,90102443.3850724,173711172.25054798,284304385.943315,137895211.042409,265852266.131577,435107105.05805206,347405.349284784,673781.6170574151,1306777.9998757401,807.0368488619899,866.341849747747,930.0048711316011,9228792.565352792,108.93250992090901,58196.357414690705,91449.22869982521,139911.613361644,24.560795046731794,31.457175639247403,44.989519421537494,y,none,32.91215277777778,36.86666666666666,0.7179913653546021,1,16.09772203850934,13218.019736842103,0.7815061595879103,Felis_silvestris,felidae,5099.99,Slow walking,Typically Solitary,Routine Cacheing,0,0,1
WK2,Felis silvestris,Janssen-Dekker,OUF anisotropic,742,21.285714285714292,2014-10-15,n,26.8833666642507,93.52529047227979,0.10076579433527602,0.10719311725766502,0.113821926819812,40044239.7702729,49581677.14793791,60122590.4870969,29862174.239883397,36974523.4418588,44835194.35451149,85379.0576725875,109453.47138924,140316.17033179704,3225.6525903241,3928.2360385084803,4783.85007130801,2634136.9269020497,307.470313793548,37266.458049163106,45720.840955523,54573.25783824791,46.50662354234039,56.53609845620619,66.42639814452367,y,none,37.97430555555555,38.13333333333334,0.6740146128030924,1,16.194600066623174,12957.3,0.7887026143074035,Felis_silvestris,felidae,5099.99,Slow walking,Typically Solitary,Routine Cacheing,0,0,1
WK3,Felis silvestris,Janssen-Dekker,OUF anisotropic,128,5.14285714285714,2014-10-30,n,239.31666666666698,115.79645970413901,2.0742418515687994e-6,0.08336084295319661,0.7424333520863668,734147.4257890519,888610.953009374,1057602.14836573,815721.744668543,987348.3873369361,1175116.93063946,1926.5861899640902,9452.218015281249,46374.476197233,4.3260609605514096e-15,1645.6925420252398,626043869370782e6,47209.434202629804,90.6612876978528,6729.483725898199,8402.598514583118,10187.9602759105,55.516420290512194,71.50835784287418,88.3269842151356,y,none,43.0625,43,0.4791020154953003,1,16.591216405232746,13156.625,0.8249648958444595,Felis_silvestris,felidae,5099.99,Slow walking,Typically Solitary,Routine Cacheing,0,0,1
WK4,Felis silvestris,Janssen-Dekker,OUF anisotropic,391,11.857142857142904,2014-12-14,n,80.36668333609899,233.748250120495,0.0513243701712765,0.059374553594482904,0.0680191646669996,1181536.1633835,1348934.91574604,1527262.12702577,1182760.8637920101,1350333.1303699801,1528845.1835659102,5225.538524557692,9665.795729280528,17879.039000690496,1388.5549722081698,3467.00302776132,8656.56040638494,71665.16902911822,160.329105222936,11421.0456982937,12533.725001371502,13976.0843730335,110.28457977913801,116.337412507211,127.76371113427999,y,none,43.645833333333336,51.666666666666664,0.40677144130071,1,16.697433312733967,14660.875,0.808475911617279,Felis_silvestris,felidae,5099.99,Slow walking,Typically Solitary,Routine Cacheing,0,0,1
WK5,Felis silvestris,Janssen-Dekker,OUF anisotropic,275,6.714285714285709,2015-02-12,n,118.33329999844202,30.599551959616406,0.0670724761218992,0.09586755495925971,0.129857245961919,10972679.238403497,16194093.4459728,22415641.211807698,10096707.739844598,14901285.737348398,20626154.578976702,67023.57243782669,105806.232185888,167030.17106047,512.6743265573763,1420.2675036766702,3934.5831798234503,860347.2491755649,107.46482548934705,17994.5787725972,24306.1678570573,37471.3443304656,32.070341496107396,39.64690069761559,68.07384481465367,y,none,42.94419642857143,39.25,0.5529547267489963,1,16.576648025512696,13196.7,0.7913856387138367,Felis_silvestris,felidae,5099.99,Slow walking,Typically Solitary,Routine Cacheing,0,0,1
31893,Speothos venaticus,Jorge,OUF anisotropic,122,14.571428571428601,2012-05-28,n,178,4.1438026612205,0.0524353779801913,0.06693053442680182,0.08321642428545492,148638438.646628,529475558.710882,1147787327.00529,241656816.416722,860822940.913201,1866076056.05287,534366.1797526119,1995048.1879795704,7448482.7505423995,2592.40552993473,5116.115194164681,10096.6590210219,28129567.2377318,268.58081516573105,79142.5958930838,191681.643506522,579497.1263162311,25.9191963941744,42.682241272965804,179.95885983291103,n,dropped,12.433806818181818,29.545454545454557,0.2266987380413079,0.04934622318160937,12.56618206809012,12711.454545454548,0.4324151105952986,Speothos_venaticus,canidae,5999.98,NA,NA,NA,NA,0,0
31894,Speothos venaticus,Jorge,OU anisotropic,125,13.857142857142904,2012-02-16,n,51,24.092261536341997,NA,NA,NA,348238480.34636,542996611.0344459,780319699.5716741,276287799.72821,430806322.073793,619095318.428929,33928.30858818741,66282.88660468781,129491.30798048501,NA,NA,NA,NA,NA,75999.323919427,113944.167697164,179441.40968318097,20.905364775034798,30.137146757042302,52.0101162948522,n,dropped,17.87028301886795,37.28447024673442,0.2177106510509142,0.15288417200637822,13.711005386939414,13512.954415954417,0.4114406731223787,Speothos_venaticus,canidae,5999.98,NA,NA,NA,NA,0,0
30808,Canis latrans,Kays,OUF anisotropic,936,16.714285714285705,2011-02-26,y,1,12.4739627581312,0.244154773535487,0.28776751641539094,0.33501222182468204,144263122.141817,275112504.70665795,447492894.96667594,156371874.365076,298204124.405131,485053295.063201,384829.2254339431,737659.6806037689,1413982.53673397,332.640216915369,472.09831838480994,670.0236799041951,14615963.9888354,96.71680376290921,72597.20255701548,113468.277810203,169804.16495186504,33.703975478351204,43.175291739834805,59.44388942094129,y,none,14.746951219512194,53.61219512195121,0.3189665863438259,0.7845042113480823,13.414176339874723,13733.189839572193,0.5579151743873555,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30810,Canis latrans,Kays,OUF anisotropic,1147,55,2011-02-27,y,1,1.3799720567138,0.35882186068703203,0.389835459191605,0.4221524774008651,7733162984.21703,128812721043.846,415170448839.557,17771357999.9301,296020785451.87897,954091190419.473,4990596.995394261,83180452.75127311,1386404818.15947,713.0089713185322,860.9898632173501,1039.6833341271597,6843462437.624301,266.1499096944161,383667.75328020606,3027000.0672225407,14894931.3190828,8.28304426187689,30.9529933615244,232.53435439714298,n,dropped,11.373490545356306,45.06193172070973,0.4450865358236405,0.8876369949672653,14.542847345237073,15181.386895859534,0.6282923191384583,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30811,Canis latrans,Kays,OUF anisotropic,1085,53.1428571428571,2011-02-27,y,1,36.6503479962047,0.32670728986762804,0.3724408618233411,0.42121137006902404,416927184.35826606,593226308.7645739,800126122.881631,372616788.522552,530179106.40482205,715089918.591065,314376.016662508,450709.85079959896,646166.879281612,606.3848373008151,817.4058370958589,1101.86182341318,31516467.6915644,239.07772279647298,156072.84851193998,211928.07194283704,274986.58404722606,65.37207874936259,84.71383940791202,105.74561246080901,y,none,13.088171487603304,58.71818181818195,0.4357592845482002,0.8371932209831556,14.133638117868788,15124.808367768595,0.5528170012307068,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30812,Canis latrans,Kays,OUF anisotropic,3685,69.71428571428571,2011-02-27,y,1,140.48505568444796,0.175383618444446,0.19176959068979502,0.20889754383798903,167947285.18016,199585425.252585,233913401.99557,160101466.051864,190261599.94933102,222985912.207493,241622.53790491604,289286.359982092,346352.615932795,1261.29014498674,1575.54481936257,1968.09710096192,10603419.8310927,240.31140420425797,142252.230298994,165637.38552651298,193735.65935516002,126.39295269465299,144.200109172662,168.32231836625104,y,none,13.555362654320987,64.57510288065846,0.3614338515976144,0.8183589504181366,14.114209913533726,14949.157446808504,0.5570207376429375,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30818,Canis latrans,Kays,OUF anisotropic,2585,47,2011-02-26,y,1,114.02541004663499,0.17770439569482605,0.184115263703563,0.190641316710274,258865073.216261,313815693.63494897,373976441.283155,214945420.34148797,260572990.16838697,310526724.871325,191373.716487083,234239.02459023497,286705.62315535196,3016.44550962215,3376.0954943957,3778.6264498796395,16672157.022416899,490.20036657290194,122020.424763025,144701.65080141602,167339.48534411803,69.26867311568999,80.35586394094031,90.17743437972338,y,none,13.901123046875,58.626953125,0.2943748317213139,0.7894711888387288,13.700922952701095,14163.477911646583,0.5470183862141337,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30819,Canis latrans,Kays,OUF anisotropic,2442,47.2857142857143,2011-02-27,y,1,1.3760561965108202,0.18823425704392402,0.19597539655690305,0.203874702664824,11358866110.8004,190427711486.341,614470609973.709,24018822848.376198,402667785938.876,1299325177577.28,8134016.34500351,136310482.45641404,2284301732.3064504,2720.16891356287,3064.8648224456397,3453.24010322627,10116895909.6512,476.941019383538,515040.53591073403,4176463.4944840497,12952169.434414199,11.044119660058598,43.318209029529,129.112169880812,n,dropped,14.63678106633234,67.4918592341109,0.41483967543038863,0.9021504514772084,14.968661831526523,16417.62659786011,0.6012408054266818,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30820,Canis latrans,Kays,OUF anisotropic,4037,75,2011-02-27,y,1,2038.90998327958,0.35633845250866897,0.38103765597968303,0.40657605626355003,13378572.9338352,13978816.8982907,14592047.8123032,11725528.8927641,12251607.2706851,12789067.942742601,18047.1550149574,19122.847580126203,20262.656317278797,364.835128609359,421.210835855101,486.2979311175939,742655.7531792029,127.89903292822899,39164.85333404711,40684.15154032801,42435.5034054867,130.81591037006402,135.10065659032597,140.80556592077195,y,none,15.247222222222222,62.511111111111106,0.2389869085380009,0.6346829773858189,13.62678994072808,14952.977777777778,0.5167086528407203,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30821,Canis latrans,Kays,OUF anisotropic,2505,46.42857142857141,2011-02-26,y,1,131.68133884026406,0.32935613961977506,0.35223198063864797,0.37588661051639,373694957.262629,446734642.42766994,526197323.80503297,338323323.391585,404449527.516799,476390767.093929,169302.783608627,203711.88813584897,245114.30044649297,1270.56684373337,1493.27164488924,1755.0121163858798,23733771.9463177,417.10424008720605,180854.458541272,202729.69988814,235153.55560220298,96.67774259949327,101.61794839784599,116.07528636560599,y,none,14.093858885017418,64.3600464576074,0.3430087908225899,0.8255227069641324,14.114371320736485,15079.3614097969,0.5507651816701946,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30822,Canis latrans,Kays,OUF anisotropic,2344,47.1428571428571,2011-02-14,y,1,1779.4287827579901,0.42265015291760105,0.5942014287870009,0.7952795682020078,3350876.7822407,3512186.26114382,3677234.5163734895,3799510.22643517,3982416.6878012298,4169562.4930197196,9955.80899773086,10746.5316373859,11600.056033583896,37.656208266189005,79.42785910002989,167.536379569017,186592.71038841305,37.136383171250294,20383.7296438844,21233.013587577996,22170.7956218468,109.35526145031801,113.207858783655,117.88867041292598,y,2,14.466,63.65000000000001,0.3028769799094787,0.8347928071578834,14.326070636950044,15509.985000000002,0.5402148029804229,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30834,Canis latrans,Kays,OUF anisotropic,2918,53.1428571428571,2011-02-25,y,1,80.7733274299746,0.2785640771912031,0.29802082401116403,0.31814355893169094,468870166.349044,590611245.308875,726191026.777191,362102867.99686694,456122059.25326,560828716.310042,296612.157903479,375431.444035865,475195.521879858,1301.3897386895999,1532.71064691474,1805.14864788412,31377536.6264796,357.910292583113,178510.44324912902,217851.66169097298,261794.328311585,88.00255718846219,104.04966288895702,122.20535137188898,y,none,14.08551136363637,64.50454545454552,0.3430087908225899,0.8255227069641324,14.118895599428487,15102.574159907304,0.5498551766399988,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30835,Canis latrans,Kays,OUF anisotropic,3735,75.14285714285708,2011-02-26,y,1,812.518724099036,0.6429213146244651,0.7587341374216,0.8842664669743749,31290845.2226623,33558971.0116178,35905329.247918904,26879973.9193747,28828376.4511423,30843983.500056602,49799.0278055462,53845.1790694502,58220.078519249015,72.9135468906042,103.24295763311801,146.18831143719103,1782895.0099203,58.4681955254103,59265.33081900951,63740.542286979704,67831.2306901938,130.66900465089196,140.93255435053302,149.17255603310298,y,none,14.559114583333333,67.26250000000002,0.2963359005749225,0.8330801632255316,14.687085008621215,16330.708333333334,0.5318662424882253,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30836,Canis latrans,Kays,OUF anisotropic,2155,42.57142857142859,2011-03-01,y,1,110.03284882392498,0.20953532197224803,0.22326636774802103,0.237439278089556,156732790.136794,190694847.237133,227937720.58585003,142813232.971421,173759094.19565,207694399.905664,180099.999898533,220605.758658269,270221.54792120494,1266.8404701763498,1475.9965719082304,1719.6844682279395,10131088.0908386,260.35282697030203,116171.23880103898,135177.526629063,158292.96762530803,94.49934325951891,105.16263214963598,120.641979807871,y,none,13.934143222506387,63.63682864450127,0.2949256548756044,0.8272318372568279,14.02895327809721,15292.516624040918,0.543722172222479,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30837,Canis latrans,Kays,OUF anisotropic,3445,65.2857142857143,2011-02-26,y,1,2278.6482522015103,0.395562056221051,0.415747442362271,0.4364421583578701,8688243.5240729,9056308.849858701,9431902.70827137,8700922.281936508,9069524.725625439,9445666.68833247,11885.514054374802,12648.917333876998,13461.3537948207,315.1744833270321,351.20966848406607,391.364903448413,481136.55961383204,115.582140661487,35821.643904500495,37221.04858732071,38474.7042404563,147.47748921798703,152.754030652268,156.71766908937096,y,none,14.052083333333334,53.861111111111114,0.2476791813969612,0.7535364627838135,13.093272262149387,13381.361111111111,0.5209804823001226,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30838,Canis latrans,Kays,OUF anisotropic,2003,36.85714285714289,2011-02-26,y,1,531.7183703077452,0.3264585298093551,0.361309124988296,0.39795172319574207,41055593.7104075,44781535.31232519,48666994.53098,36477180.6853524,39787614.970992,43239777.8836552,34626.33623553711,38323.48683505271,42415.3925268344,607.939232639725,762.167900008055,955.522980940663,2379118.7106802,217.52084168642602,64704.319203770705,68547.28798378899,73767.72346299271,114.774465706025,118.09530913974599,125.848866281284,y,none,14.43142361111111,65.74305555555557,0.17814828783273698,0.7183948180731387,14.213098085287845,15958.340277777776,0.5189096584088273,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30839,Canis latrans,Kays,OUF anisotropic,2578,47.85714285714289,2011-08-01,y,177,146.996091370809,0.24035709208122105,0.25430030778937807,0.26864214528796104,312007112.32815605,369291922.200053,431333381.392594,249123806.628608,294863180.294786,344400526.951754,154347.130617355,184952.45005276997,221626.46395628,2195.1194614103697,2585.13670759388,3044.45016065574,19619455.109824803,523.6669721143039,137764.550310686,162068.457290187,184503.82649082094,76.1832904656897,89.07922929598041,98.843234332577,y,1,14.005836925287358,63.68390804597703,0.31714939726026437,0.8350072782584711,14.20486105779651,15435.328057553956,0.5450698699453752,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30840,Canis latrans,Kays,OUF anisotropic,922,52.57142857142859,2011-03-01,n,177.46666666666698,268.56874675242295,0.144214725859785,0.24642464088378202,0.37618036641948405,26959766.332967103,30498586.030636203,34252464.867520496,26471378.8243031,29946091.314424206,33631967.05698159,31434.6977777304,38116.275596788,46218.051009847804,271.2017991701939,1110.5244241333196,4547.405291447581,1620305.24788206,217.27374365685296,56967.77968341219,63738.079863115796,72463.96856155359,122.59761546981804,135.66187259570998,156.132013652166,y,none,14.315489130434782,49.72608695652175,0.2247807875014188,0.7827622920917402,13.149999985487565,13500.354347826087,0.5566511046627293,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30841,Canis latrans,Kays,OUF anisotropic,3827,70,2011-02-25,y,1,2245.78952187673,0.37712701588269404,0.41903833161394105,0.4631885813106301,15850165.776603,16526686.2776133,17217146.462752998,13968369.0626662,14564570.2740454,15173056.1930599,14592.542056288901,15482.681794606,16427.119732008196,405.365506157862,510.2101279400099,642.1719921852128,878016.9834371391,170.09944706502503,43295.172507638905,45756.83897703601,48341.364918957304,134.194046137869,143.752151541431,154.01561376255094,y,none,14.669084821428571,69.70535714285715,0.28048846586829135,0.732712807211404,14.134437467370711,15697.51339285714,0.5173818022012711,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30842,Canis latrans,Kays,OUF anisotropic,2743,50.85714285714289,2011-03-02,n,177.6,119.66009706667599,0.15998972688625804,0.16438373300720302,0.16883809219894202,268831690.978305,324335796.968321,384971278.845314,236074720.043251,284815685.943367,338062772.835194,194108.96056703798,236615.501148261,288430.246703149,3942.8835959945504,4336.998897381099,4770.50843068076,17231060.9211813,561.9906219402139,110594.434214797,131199.521029231,152898.649363886,51.81041357181439,60.436679466181,69.15282857452446,y,none,14.336583924349874,60.61938534278957,0.37518296970261467,0.8349676285910174,14.00710468885129,14827.712328767127,0.5485361468227832,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30843,Canis latrans,Kays,OUF anisotropic,3857,70,2011-02-24,y,1,815.234064428716,0.23514503815299706,0.253014142509631,0.2715467762274591,47685910.95174279,51136367.35041899,54705635.485044606,36756951.226582095,39416610.128431305,42167850.73850991,44491.519177073904,48303.276937432805,52441.602490764395,1156.7757515079402,1381.1455826718,1649.0344978680298,2716733.3033825997,278.71152997985394,56208.006986259505,61635.9880238456,67327.80420230121,85.95217894683839,96.3805615779072,107.499745405891,y,none,14.950706845238097,63.369047619047635,0.25828695755738473,0.8208750430392204,14.110648092769445,15306.446428571428,0.5317737123973313,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30844,Canis latrans,Kays,OUF anisotropic,823,14.571428571428601,2011-02-25,y,1,76.89735257877429,0.31085207085354805,0.340965523104028,0.37249056024972604,106356879.64230001,134790670.919798,166541805.37361103,104776913.75786701,132788311.859347,164067772.930134,81847.16304353831,105139.28746964502,135059.90138893703,809.1806145954029,996.2161725679831,1226.48348784558,7161054.326830249,260.485026296756,104350.547950539,129873.48910536,154419.14697381904,103.92591714184,127.022649329755,145.337944961781,y,none,14.619772727272723,48.93454545454545,0.3085488872868674,0.7943302622508435,13.267875566849341,12878.818702290077,0.5750337042881333,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30845,Canis latrans,Kays,OUF anisotropic,3702,69.42857142857139,2011-02-24,y,1,295.32699784171893,0.244602202484154,0.25575665074303494,0.267163275696271,221938278.33931202,249596043.686142,278854394.17489505,172932939.27906597,194483699.65761402,217281626.11868897,112967.829943186,128517.92721747898,146208.50577181103,2254.5146865985803,2562.1418597189595,2911.74457560451,13260345.218267098,514.158648128247,136089.303480716,146347.819454814,156950.786918452,107.095262470384,110.12585783222197,113.37152595160201,y,none,14.029761904761909,62.63015873015877,0.28585779920391663,0.7974476262734369,13.956044560660596,14776.606158833056,0.5479386151319965,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
30846,Canis latrans,Kays,OUF anisotropic,4021,75.2857142857143,2011-02-25,y,1,85.0954946609945,0.6417908875674121,0.7351039233357309,0.834837163108157,628252620.967948,786425670.199672,962090441.660667,251006653.03495702,314201753.80002606,384385346.94228894,412079.769659135,517198.134640198,649131.3822480709,185.39446002424197,247.042860609696,329.19093143474504,41780613.6721779,141.26841943808904,93293.20546773911,105862.309584769,119902.44415098001,34.67486650735779,35.66761946769409,37.40151966702649,y,none,16.217479330441684,74.45920303605344,0.3743273838922804,0.8298482216391013,15.307878116137006,16869.79017064847,0.592714589561618,Canis_latrans,canidae,13406.33,Mixed Strategies,Evidence for Cooperativity,Routine Cacheing,0,1,1
